,Study,Patient ID,Site,Name,age,weight,breed,gender,Tumor Location,PH vs NPH,PH,ALP,Group,DFI,DFI_censor,Survival (days from sx),Surv_censor,sample,Collection time point,"(Tumor/normal/met, unknown)",Sample Location,slide,Halo Box Folder
222,SOC,1422,UGA,Hope,9,28.4,Mixed Breed,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,83,1,153,1, 1422 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 14.16.07.ndpi,DOG2 Batch 2
223,SOC,1422,UGA,Hope,9,28.4,Mixed Breed,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,83,1,153,1, 1422 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 14.20.59.ndpi,DOG2 Batch 2
224,SOC,1704,AU,Maverick,9.6,32.8,Golden Retriever,Male Phenotype,Right distal radius,NPH,0,Normal,NPHNALP,32,0,415,1, 1704 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 14.24.14.ndpi,DOG2 Batch 2
225,SOC,1704,AU,Maverick,9.6,32.8,Golden Retriever,Male Phenotype,Right distal radius,NPH,0,Normal,NPHNALP,32,0,415,1, 1704 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 14.29.40.ndpi,DOG2 Batch 2
226,SOC,1705,AU,Demo,8.6,54.2,Saint Bernard,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,313,0,404,0, 1705 Tumor A,Surgery,Tumor,Primary Tumor,2022-01-11 17.54.46.ndpi,Box 9
227,SOC,1705,AU,Demo,8.6,54.2,Saint Bernard,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,313,0,404,0, 1705 Tumor B,Surgery,Tumor,Primary Tumor,2022-01-11 17.58.36.ndpi,Box 9
228,SOC,1707,AU,Gabby,8,32,Greyhound,Spayed female,Left distal tibia,NPH,0,Normal,NPHNALP,104,0,104,0,1707 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 14.41.26.ndpi,DOG2 Batch 2
229,SOC,1707,AU,Gabby,8,32,Greyhound,Spayed female,Left distal tibia,NPH,0,Normal,NPHNALP,104,0,104,0, 1707 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 14.46.36.ndpi,DOG2 Batch 2
230,SOC,1708,AU,Rebel,12.7,30.1,Mixed Breed,Male Phenotype,Left distal tibia,NPH,0,Normal,NPHNALP,296,1,686,0, 1708 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 14.51.40.ndpi,DOG2 Batch 2
231,SOC,1708,AU,Rebel,12.7,30.1,Mixed Breed,Male Phenotype,Left distal tibia,NPH,0,Normal,NPHNALP,296,1,686,0, 1708 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-05 14.59.02.ndpi,DOG2 Batch 2
232,SOC,1709,AU,Betty Boo,7.5,39,Great Pyrenees,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,441,1,493,1, 1709 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 12.31.21.ndpi,DOG2 Batch 2
233,SOC,1709,AU,Betty Boo,7.5,39,Great Pyrenees,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,441,1,493,1, 1709 Tumor A,Surgery,Tumor,Primary Tumor,error reading file,Box23
234,SOC,1710,AU,Olive,10,27.8,Greyhound,Spayed female,Right proximal tibia,NPH,0,Normal,NPHNALP,291,1,291,0, 1710 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 15.06.23.ndpi,DOG2 Batch 2
235,SOC,1710,AU,Olive,10,27.8,Greyhound,Spayed female,Right proximal tibia,NPH,0,Normal,NPHNALP,291,1,291,0,1710 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 21.22.37.ndpi,Box 2
236,SOC,1712,AU,Tiger,8.2,37.6,Golden Retriever,Castrated male,Right distal tibia,NPH,0,Normal,NPHNALP,462,1,566,0, 1712 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 16.42.09.ndpi,DOG2 original
237,SOC,1712,AU,Tiger,8.2,37.6,Golden Retriever,Castrated male,Right distal tibia,NPH,0,Normal,NPHNALP,462,1,566,0, 1712 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 16.45.37.ndpi,DOG2 original
238,SOC,1802,NCSU,Cooper,5.2,49.2,Doberman Pinscher,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,89,1,139,1,1802 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 13.21.06.ndpi,DOG2 Batch 2
239,SOC,1802,NCSU,Cooper,5.2,49.2,Doberman Pinscher,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,89,1,139,1,1802 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 16.52.04.ndpi,DOG2 Batch 2
240,SOC,1803,NCSU,Porter,11.3,34,Weimaraner,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,417,1,417,1,1803 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 16.47.46.ndpi,DOG2 original
241,SOC,1803,NCSU,Porter,11.3,34,Weimaraner,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,417,1,417,1,1803 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 17.02.20.ndpi,DOG2 original
242,SOC,1804,NCSU,Heidi,5,37,Great Pyrenees,Spayed female,Left distal femur,NPH,0,Normal,NPHNALP,64,1,136,1,1804 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-05 15.13.55.ndpi,DOG2 Batch 2
243,SOC,1808,NCSU,Goober,10.5,26.5,Labrador Retriever,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,121,1,126,1,1808 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 12.54.25.ndpi,Box23
244,SOC,1808,NCSU,Goober,10.5,26.5,Labrador Retriever,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,121,1,126,1,1808 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 12.58.05.ndpi,Box23
245,SOC,1902,TXAMU,Kayden,6.8,29.8,Golden Retriever,Castrated male,Left proximal humerus,PH,1,Elevated,PHEALP,284,1,378,1,1902 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 17.42.59.ndpi,DOG2 original
246,SOC,1902,TXAMU,Kayden,6.8,29.8,Golden Retriever,Castrated male,Left proximal humerus,PH,1,Elevated,PHEALP,284,1,378,1,1902 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 17.51.17.ndpi,DOG2 original
247,SOC,1911,TXAMU,Cooper,9.2,56,Great Dane,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,144,1,144,0,1911 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 13.17.51.ndpi,Box23
248,SOC,1911,TXAMU,Cooper,9.2,56,Great Dane,Castrated male,Left distal femur,NPH,0,Normal,NPHNALP,144,1,144,0,1911 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 13.19.28.ndpi,Box23
249,SOC,1916,TXAMU,Atty,9,45.9,Other,Spayed female,Right distal tibia,NPH,0,Normal,NPHNALP,205,1,206,0, 1916 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 16.43.00.ndpi,DOG2 Batch 2
250,SOC,1916,TXAMU,Atty,9,45.9,Other,Spayed female,Right distal tibia,NPH,0,Normal,NPHNALP,205,1,206,0, 1916 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 16.45.15.ndpi,DOG2 Batch 2
251,SOC,2002,KSU,maddie bean,8.3,36,Mixed Breed,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,189,1,208,1, 2002 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-02 14.10.08.ndpi,DOG2 Batch 2
252,SOC,2002,KSU,maddie bean,8.3,36,Mixed Breed,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,189,1,208,1, 2002 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 17.06.53.ndpi,DOG2 Batch 2
253,SOC,2002,KSU,maddie bean,8.3,36,Mixed Breed,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,189,1,208,1, 2002 Tumor C,Surgery,Tumor,Primary Tumor,2021-12-03 17.12.51.ndpi,DOG2 Batch 2
254,SOC,2004,KSU,Zoey,5.5,43,Labrador Retriever,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,155,1,217,1, 2004 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 11.04.25.ndpi,DOG2 Batch 2
255,SOC,2004,KSU,Zoey,5.5,43,Labrador Retriever,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,155,1,217,1, 2004 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 11.11.57.ndpi,DOG2 Batch 2
256,SOC,2005,KSU,Brandi,5.3,52,Saint Bernard,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,446,0,911,0,2005 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 13.23.11.ndpi,Box23
257,SOC,2005,KSU,Brandi,5.3,52,Saint Bernard,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,446,0,911,0,2005 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 13.27.39.ndpi,Box23
258,SOC,2006,KSU,Cecilia,9,30.3,Other,Spayed female,Left proximal ulna,NPH,0,Normal,NPHNALP,264,1,269,1,2006 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 19.30.25.ndpi,DOG2 original
259,SOC,2006,KSU,Cecilia,9,30.3,Other,Spayed female,Left proximal ulna,NPH,0,Normal,NPHNALP,264,1,269,1,2006 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 19.36.12.ndpi,DOG2 original
260,SOC,2008,KSU,Hershey,11,30,Pointer,Castrated male,Left proximal femur,NPH,0,Elevated,NPHEALP,55,1,107,1,2008 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 13.31.15.ndpi,Box23
261,SOC,2008,KSU,Hershey,11,30,Pointer,Castrated male,Left proximal femur,NPH,0,Elevated,NPHEALP,55,1,107,1,2008 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 13.32.47.ndpi,Box23
262,SOC,2010,KSU,Copper,5,29,Chow Chow,Castrated male,Left scapula,NPH,0,Elevated,NPHEALP,85,1,182,1, 2010 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 11.47.12.ndpi,DOG2 Batch 2
263,SOC,2010,KSU,Copper,5,29,Chow Chow,Castrated male,Left scapula,NPH,0,Elevated,NPHEALP,85,1,182,1, 2010 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 11.54.47.ndpi,DOG2 Batch 2
264,SOC,2011,KSU,Bella,10.8,38,Boxer,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,71,1,75,1, 2011 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 18.01.13.ndpi,DOG2 original
265,SOC,2011,KSU,Bella,10.8,38,Boxer,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,71,1,75,1, 2011 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 18.11.58.ndpi,DOG2 original
266,SOC,2012,KSU,Bo,10.3,45.4,Other,Castrated male,Left proximal humerus,PH,1,Normal,PHNALP,189,0,189,0, 2012 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 12.01.45.ndpi,DOG2 Batch 2
267,SOC,2012,KSU,Bo,10.3,45.4,Other,Castrated male,Left proximal humerus,PH,1,Normal,PHNALP,189,0,189,0, 2012 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 12.07.18.ndpi,DOG2 Batch 2
268,SOC,2202,VT,Poe,9.3,46.7,Labrador Retriever,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,167,1,167,1,2202 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 18.21.02.ndpi,DOG2 original
269,SOC,2202,VT,Poe,9.3,46.7,Labrador Retriever,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,167,1,167,1,2202 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-02 10.19.46.ndpi,DOG2 Batch 2
270,SOC,2204,VT,Pro-V,9.1,38.8,Mixed Breed,Castrated male,Right distal radius,NPH,0,Elevated,NPHEALP,71,1,71,1,2204 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-08 21.47.25.ndpi,Box 2
271,SOC,2206,VT,Tazzy,6.3,46.8,Mixed Breed,Spayed female,Left proximal humerus,PH,1,Normal,PHNALP,323,1,654,1,2206 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 13.37.11.ndpi,Box23
272,SOC,2206,VT,Tazzy,6.3,46.8,Mixed Breed,Spayed female,Left proximal humerus,PH,1,Normal,PHNALP,323,1,654,1,2206 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 14.13.30.ndpi,Box23
273,SOC,2207,VT,Zula,8.7,26,Greyhound,Spayed female,Right distal femur,NPH,0,Normal,NPHNALP,112,1,156,1,2207 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 13.39.52.ndpi,Box23
274,SOC,2207,VT,Zula,8.7,26,Greyhound,Spayed female,Right distal femur,NPH,0,Normal,NPHNALP,112,1,156,1,2207 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 13.41.43.ndpi,Box23
275,SOC,2208,VT,Church hill,6.4,32.6,German Shorthaired Pointer,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,171,1,373,1,2208 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 12.32.02.ndpi,DOG2 Batch 2
276,SOC,2208,VT,Church hill,6.4,32.6,German Shorthaired Pointer,Castrated male,Right distal radius,NPH,0,Normal,NPHNALP,171,1,373,1, 2208 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 12.42.53.ndpi,DOG2 Batch 2
277,SOC,2210,VT,Denka,8.2,45,Borzoi,Male Phenotype,Left distal tibia,NPH,0,Elevated,NPHEALP,55,1,135,1, 2210 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 12.50.21.ndpi,DOG2 Batch 2
278,SOC,2210,VT,Denka,8.2,45,Borzoi,Male Phenotype,Left distal tibia,NPH,0,Elevated,NPHEALP,55,1,135,1, 2210 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 13.05.25.ndpi,DOG2 Batch 2
279,SOC,2213,VT,Patches,8.8,31.3,Bulldog,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,97,1,218,1, 2213 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 13.14.28.ndpi,DOG2 Batch 2
280,SOC,2213,VT,Patches,8.8,31.3,Bulldog,Castrated male,Right proximal humerus,PH,1,Normal,PHNALP,97,1,218,1, 2213 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 13.28.24.ndpi,DOG2 Batch 2
281,SOC,2302,Oregon,Vera,7.1,34.2,Rottweiler,Spayed female,Left proximal humerus,PH,1,Elevated,PHEALP,237,1,264,1,2302 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 13.52.02.ndpi,Box23
282,SOC,2302,Oregon,Vera,7.1,34.2,Rottweiler,Spayed female,Left proximal humerus,PH,1,Elevated,PHEALP,237,1,264,1,2302 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 13.55.20.ndpi,Box23
283,SOC,2303,Oregon,Mya,6.5,49,Saint Bernard,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,1049,0,1479,0, 2303 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 19.23.50.ndpi,DOG2 original
284,SOC,2304,Oregon,Angie,12.8,27.9,Irish Setter,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,210,0,210,0, 2304 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 13.59.12.ndpi,DOG2 Batch 2
285,SOC,2304,Oregon,Angie,12.8,27.9,Irish Setter,Spayed female,Right proximal humerus,PH,1,Normal,PHNALP,210,0,210,0, 2304 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 14.05.27.ndpi,DOG2 Batch 2
286,SOC,2306,Oregon,Sampson,8.5,58,Great Dane,Castrated male,Right distal tibia,NPH,0,Elevated,NPHEALP,84,1,198,0, 2306 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 14.14.41.ndpi,DOG2 Batch 2
287,SOC,2306,Oregon,Sampson,8.5,58,Great Dane,Castrated male,Right distal tibia,NPH,0,Elevated,NPHEALP,84,1,198,0, 2306 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 14.25.39.ndpi,DOG2 Batch 2
288,SOC,2308,Oregon,Abishag,9,45.1,Great Dane,Spayed female,Left distal radius,NPH,0,Elevated,NPHEALP,333,1,413,1,2308 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 19.00.10.ndpi,DOG2 original
289,SOC,2310,Oregon,Sierra,9.5,37.8,Flat-Coated Retriever,Spayed female,Right distal tibia,NPH,0,Elevated,PHEALP,70,1,126,1,2310 Tumor B,Surgery,Tumor,Primary Tumor,2021-04-22 18.42.33.ndpi,DOG2 original
290,SOC,2310,Oregon,Sierra,9.5,37.8,Flat-Coated Retriever,Spayed female,Right distal tibia,NPH,0,Elevated,PHEALP,70,1,126,1,2310 Tumor A,Surgery,Tumor,Primary Tumor,2021-04-22 18.50.37.ndpi,DOG2 original
291,SOC,2314,Oregon,Neala,5.3,56.2,Newfoundland,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,65,1,160,1,2314 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 15.06.18.ndpi,DOG2 Batch 2
292,SOC,2314,Oregon,Neala,5.3,56.2,Newfoundland,Spayed female,Right distal radius,NPH,0,Normal,NPHNALP,65,1,160,1, 2314 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 15.11.28.ndpi,DOG2 Batch 2
293,SOC,2315,Oregon,Dillie,5.4,31.5,Doberman Pinscher,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,300,1,309,1, 2315 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 15.15.20.ndpi,DOG2 Batch 2
294,SOC,2315,Oregon,Dillie,5.4,31.5,Doberman Pinscher,Spayed female,Left distal radius,NPH,0,Normal,NPHNALP,300,1,309,1,2315 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 22.15.44.ndpi,Box 2
295,SOC,2316,Oregon,Tank,3.1,44,Doberman Pinscher,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,86,1,190,1,2316 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 15.20.56.ndpi,DOG2 Batch 2
296,SOC,2316,Oregon,Tank,3.1,44,Doberman Pinscher,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,86,1,190,1,2316 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 15.30.37.ndpi,DOG2 Batch 2
297,SOC,2318,Oregon,Rex,6.9,40.3,Mixed Breed,Castrated male,Left proximal humerus,PH,1,Elevated,PHEALP,198,1,203,1, 2318 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 15.51.04.ndpi,DOG2 Batch 2
298,SOC,2318,Oregon,Rex,6.9,40.3,Mixed Breed,Castrated male,Left proximal humerus,PH,1,Elevated,PHEALP,198,1,203,1,2318 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-08 22.44.37.ndpi,Box 2
299,SOC,2319,Oregon,Leroy,9.8,50.2,Mixed Breed,Castrated male,Right distal ulna,NPH,0,Elevated,NPHEALP,155,1,205,1,2319 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 13.56.33.ndpi,Box23
300,SOC,2319,Oregon,Leroy,9.8,50.2,Mixed Breed,Castrated male,Right distal ulna,NPH,0,Elevated,NPHEALP,155,1,205,1,2319 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 14.01.23.ndpi,Box23
301,SOC,2320,Oregon,Yoyoma,9.7,65,Mastiff,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,99,1,219,1,2320 Tumor A,Surgery,Tumor,Primary Tumor,2022-04-20 14.04.11.ndpi,Box23
302,SOC,2320,Oregon,Yoyoma,9.7,65,Mastiff,Castrated male,Left distal tibia,NPH,0,Normal,NPHNALP,99,1,219,1,2320 Tumor B,Surgery,Tumor,Primary Tumor,2022-04-20 14.05.46.ndpi,Box23
303,SOC,2322,Oregon,Axel,7.4,37.4,Mixed Breed,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,630,0,685,0, 2322 Tumor A,Surgery,Tumor,Primary Tumor,2021-12-03 16.12.24.ndpi,DOG2 Batch 2
304,SOC,2322,Oregon,Axel,7.4,37.4,Mixed Breed,Castrated male,Left distal radius,NPH,0,Normal,NPHNALP,630,0,685,0, 2322 Tumor B,Surgery,Tumor,Primary Tumor,2021-12-03 16.16.21.ndpi,DOG2 Batch 2
